Hit_Id;Event_Number;Ini_E[MeV];Ini_Theta;Ini_Phi;Number_of_hits;Plane_h;X_h[cm];Y_h[cm];Z_h[cm];Time_h[ns]
1347;2059.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;106.781
1348;2059.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;344.427
1349;2059.0;56.0;0.0;0.0;4.0;3.0;18.9;-6.05;96.9;510.257
1350;2059.0;56.0;0.0;0.0;4.0;4.0;69.3;18.15;13.2;11.173
1351;2060.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;11.536
1352;2060.0;56.0;0.0;0.0;3.0;2.0;6.3;-6.05;134.8;310.108
1353;2060.0;56.0;0.0;0.0;3.0;4.0;-6.3;42.35;13.2;929.668
1354;2061.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;107.571
1355;2061.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;306.172
1356;2061.0;56.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;461.666
1357;2061.0;56.0;0.0;0.0;4.0;4.0;6.3;18.15;13.2;809.476
1358;2062.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;112.698
1359;2062.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;311.924
1360;2062.0;56.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;459.412
1361;2062.0;56.0;0.0;0.0;4.0;4.0;44.1;18.15;13.2;957.147
1362;2063.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;112.658
1363;2063.0;56.0;0.0;0.0;3.0;2.0;-6.3;6.05;134.8;308.759
1364;2063.0;56.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;438.119
1365;2064.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;108.671
1366;2064.0;56.0;0.0;0.0;3.0;2.0;-6.3;6.05;134.8;352.355
1367;2064.0;56.0;0.0;0.0;3.0;4.0;-6.3;54.45;13.2;998.229
1368;2065.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;104.261
1369;2065.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;296.165
1370;2065.0;56.0;0.0;0.0;4.0;3.0;-6.3;-6.05;96.9;426.444
1371;2065.0;56.0;0.0;0.0;4.0;4.0;-6.3;-30.25;13.2;853.954
1372;2066.0;56.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;109.973
1373;2066.0;56.0;0.0;0.0;2.0;4.0;-6.3;-30.25;13.2;871.569
1374;2067.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;115.264
1375;2067.0;56.0;0.0;0.0;3.0;2.0;6.3;6.05;134.8;320.349
1376;2067.0;56.0;0.0;0.0;3.0;3.0;18.9;6.05;96.9;504.051
1377;2068.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;10.818
1378;2068.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;297.178
1379;2068.0;56.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;425.239
1380;2068.0;56.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;470.833
1381;2069.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.814
1382;2069.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;319.329
1383;2069.0;56.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;49.037
1384;2069.0;56.0;0.0;0.0;4.0;4.0;31.5;30.25;13.2;945.386
1385;2070.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;106.814
1386;2070.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;298.513
1387;2070.0;56.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;460.308
1388;2070.0;56.0;0.0;0.0;4.0;4.0;6.3;30.25;13.2;854.828
1389;2071.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;110.093
1390;2071.0;56.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;301.797
1391;2071.0;56.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;425.582
1392;2071.0;56.0;0.0;0.0;4.0;4.0;-18.9;-6.05;13.2;803.153
1393;2072.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.902
1394;2072.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;350.957
1395;2072.0;56.0;0.0;0.0;4.0;3.0;6.3;18.15;96.9;542.762
1396;2072.0;56.0;0.0;0.0;4.0;4.0;18.9;54.45;13.2;107.064
1397;2073.0;56.0;0.0;0.0;1.0;1.0;6.3;6.05;187.3;112.602
1398;2074.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;110.275
1399;2074.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;293.244
1400;2074.0;56.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;437.788
1401;2074.0;56.0;0.0;0.0;4.0;4.0;31.5;-42.35;13.2;103.523
1402;2075.0;56.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;114.584
1403;2075.0;56.0;0.0;0.0;2.0;3.0;6.3;6.05;96.9;421.079
1404;2076.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;109.098
1405;2076.0;56.0;0.0;0.0;3.0;2.0;-6.3;-6.05;134.8;291.973
1406;2076.0;56.0;0.0;0.0;3.0;3.0;-6.3;-6.05;96.9;445.111
1407;2077.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;115.012
1408;2077.0;56.0;0.0;0.0;3.0;3.0;-6.3;-6.05;96.9;423.849
1409;2077.0;56.0;0.0;0.0;3.0;4.0;6.3;-18.15;13.2;807.996
1410;2078.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.274
1411;2078.0;56.0;0.0;0.0;4.0;2.0;-6.3;-6.05;134.8;326.009
1412;2078.0;56.0;0.0;0.0;4.0;3.0;-6.3;-6.05;96.9;465.951
1413;2078.0;56.0;0.0;0.0;4.0;4.0;18.9;-6.05;13.2;84.176
1414;2079.0;56.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;111.069
1415;2079.0;56.0;0.0;0.0;2.0;2.0;18.9;6.05;134.8;412.263
1416;2080.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;108.301
1417;2080.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;302.562
1418;2080.0;56.0;0.0;0.0;4.0;3.0;18.9;-18.15;96.9;585.527
1419;2080.0;56.0;0.0;0.0;4.0;4.0;44.1;-42.35;13.2;105.423
1420;2081.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;116.408
1421;2081.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;296.868
1422;2081.0;56.0;0.0;0.0;4.0;3.0;-6.3;-6.05;96.9;4.18
1423;2081.0;56.0;0.0;0.0;4.0;4.0;6.3;-18.15;13.2;790.328
1424;2082.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.886
1425;2082.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;323.966
1426;2082.0;56.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;4.493
1427;2082.0;56.0;0.0;0.0;4.0;4.0;6.3;6.05;13.2;735.063
1428;2083.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;107.681
1429;2083.0;56.0;0.0;0.0;3.0;2.0;6.3;-6.05;134.8;302.676
1430;2083.0;56.0;0.0;0.0;3.0;4.0;6.3;-30.25;13.2;867.969
1431;2084.0;56.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;108.792
1432;2084.0;56.0;0.0;0.0;2.0;2.0;-6.3;-6.05;134.8;289.342
1433;2085.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;110.886
1434;2085.0;56.0;0.0;0.0;3.0;3.0;-6.3;-6.05;96.9;444.733
1435;2085.0;56.0;0.0;0.0;3.0;4.0;-56.7;-6.05;13.2;105.462
1436;2086.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;110.214
1437;2086.0;56.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;317.847
1438;2086.0;56.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;480.101
1439;2086.0;56.0;0.0;0.0;4.0;4.0;-6.3;-6.05;13.2;769.792
1440;2087.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;117.501
1441;2087.0;56.0;0.0;0.0;4.0;2.0;-6.3;-6.05;134.8;308.474
1442;2087.0;56.0;0.0;0.0;4.0;3.0;-6.3;-6.05;96.9;473.227
1443;2087.0;56.0;0.0;0.0;4.0;4.0;-31.5;-42.35;13.2;98.459
1444;2088.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;113.788
1445;2088.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;299.826
1446;2088.0;56.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;466.702
1447;2088.0;56.0;0.0;0.0;4.0;4.0;6.3;-18.15;13.2;824.439
1448;2089.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;117.038
1449;2089.0;56.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;316.473
1450;2089.0;56.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;47.273
1451;2089.0;56.0;0.0;0.0;4.0;4.0;-6.3;18.15;13.2;779.487
1452;2090.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;117.289
1453;2090.0;56.0;0.0;0.0;3.0;2.0;-6.3;6.05;134.8;332.718
1454;2090.0;56.0;0.0;0.0;3.0;3.0;-18.9;6.05;96.9;497.772
1455;2091.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;104.546
1456;2091.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;300.612
1457;2091.0;56.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;466.937
1458;2091.0;56.0;0.0;0.0;4.0;4.0;31.5;-18.15;13.2;876.862
1459;2092.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;111.523
1460;2092.0;56.0;0.0;0.0;3.0;2.0;-6.3;6.05;134.8;312.681
1461;2092.0;56.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;451.028
1462;2093.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;110.106
1463;2093.0;56.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;324.972
1464;2093.0;56.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;448.843
1465;2093.0;56.0;0.0;0.0;4.0;4.0;18.9;6.05;13.2;78.975
1466;2094.0;56.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;110.155
1467;2094.0;56.0;0.0;0.0;3.0;2.0;-6.3;-6.05;134.8;295.681
1468;2094.0;56.0;0.0;0.0;3.0;4.0;-18.9;-6.05;13.2;823.027
1469;2095.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;107.079
1470;2095.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;319.063
1471;2095.0;56.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;43.153
1472;2095.0;56.0;0.0;0.0;4.0;4.0;-31.5;18.15;13.2;904.115
1473;2096.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;110.326
1474;2096.0;56.0;0.0;0.0;4.0;2.0;-6.3;-6.05;134.8;317.372
1475;2096.0;56.0;0.0;0.0;4.0;3.0;-18.9;-6.05;96.9;511.855
1476;2096.0;56.0;0.0;0.0;4.0;4.0;-31.5;-42.35;13.2;101.686
1477;2097.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;114.486
1478;2097.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;32.887
1479;2097.0;56.0;0.0;0.0;4.0;3.0;18.9;6.05;96.9;494.513
1480;2097.0;56.0;0.0;0.0;4.0;4.0;18.9;-6.05;13.2;816.863
1481;2098.0;56.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;107.492
1482;2098.0;56.0;0.0;0.0;2.0;3.0;-6.3;-18.15;96.9;545.136
1483;2099.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;113.602
1484;2099.0;56.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;334.737
1485;2099.0;56.0;0.0;0.0;4.0;3.0;18.9;-6.05;96.9;518.302
1486;2099.0;56.0;0.0;0.0;4.0;4.0;44.1;-6.05;13.2;951.971
1487;2100.0;56.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;117.503
1488;2100.0;56.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;341.553
1489;2100.0;56.0;0.0;0.0;4.0;3.0;6.3;18.15;96.9;499.312
1490;2100.0;56.0;0.0;0.0;4.0;4.0;44.1;-6.05;13.2;998.072
0;3001.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;112.957
1;3001.0;100.0;0.0;0.0;3.0;2.0;6.3;6.05;134.8;317.644
2;3001.0;100.0;0.0;0.0;3.0;4.0;31.5;18.15;13.2;89.189
3;3002.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;11.484
4;3002.0;100.0;0.0;0.0;3.0;2.0;-6.3;-6.05;134.8;288.073
5;3002.0;100.0;0.0;0.0;3.0;4.0;6.3;6.05;13.2;716.903
6;3003.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;110.271
7;3003.0;100.0;0.0;0.0;3.0;3.0;6.3;-6.05;96.9;46.338
8;3003.0;100.0;0.0;0.0;3.0;4.0;6.3;-30.25;13.2;906.787
9;3004.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.798
10;3004.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;317.573
11;3004.0;100.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;493.525
12;3004.0;100.0;0.0;0.0;4.0;4.0;31.5;30.25;13.2;941.268
13;3005.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;117.997
14;3005.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;310.209
15;3005.0;100.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;454.893
16;3005.0;100.0;0.0;0.0;4.0;4.0;6.3;18.15;13.2;769.374
17;3006.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;108.816
18;3006.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;277.091
19;3006.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;434.143
20;3006.0;100.0;0.0;0.0;4.0;4.0;6.3;-6.05;13.2;727.692
21;3007.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;106.745
22;3007.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;311.248
23;3007.0;100.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;439.118
24;3007.0;100.0;0.0;0.0;4.0;4.0;-6.3;-30.25;13.2;922.785
25;3008.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;115.278
26;3008.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;43.567
27;3008.0;100.0;0.0;0.0;3.0;3.0;6.3;6.05;96.9;429.386
28;3009.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;109.285
29;3009.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;426.227
30;3009.0;100.0;0.0;0.0;3.0;4.0;-6.3;6.05;13.2;736.244
31;3010.0;100.0;0.0;0.0;5.0;1.0;6.3;6.05;187.3;11.575
32;3010.0;100.0;0.0;0.0;5.0;2.0;6.3;6.05;134.8;287.212
33;3010.0;100.0;0.0;0.0;5.0;3.0;-6.3;6.05;96.9;441.527
34;3010.0;100.0;0.0;0.0;5.0;4.0;-56.7;54.45;13.2;122.315
35;3010.0;100.0;0.0;0.0;5.0;4.0;-18.9;6.05;13.2;775.585
36;3011.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;113.489
37;3011.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;290.683
38;3011.0;100.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;427.581
39;3011.0;100.0;0.0;0.0;4.0;4.0;6.3;6.05;13.2;746.504
40;3012.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;113.378
41;3012.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;440.449
42;3012.0;100.0;0.0;0.0;3.0;4.0;-31.5;30.25;13.2;982.945
43;3013.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;115.811
44;3013.0;100.0;0.0;0.0;3.0;2.0;-6.3;-6.05;134.8;291.144
45;3013.0;100.0;0.0;0.0;3.0;3.0;-6.3;-6.05;96.9;431.317
46;3014.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;109.796
47;3014.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;436.527
48;3014.0;100.0;0.0;0.0;3.0;4.0;-18.9;18.15;13.2;866.009
49;3015.0;100.0;0.0;0.0;5.0;1.0;6.3;6.05;187.3;105.818
50;3015.0;100.0;0.0;0.0;5.0;2.0;6.3;6.05;134.8;340.166
51;3015.0;100.0;0.0;0.0;5.0;3.0;18.9;6.05;96.9;498.128
52;3015.0;100.0;0.0;0.0;5.0;4.0;18.9;30.25;13.2;892.614
53;3015.0;100.0;0.0;0.0;5.0;4.0;-6.3;6.05;13.2;733.878
54;3016.0;100.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;109.875
55;3016.0;100.0;0.0;0.0;2.0;4.0;-6.3;6.05;13.2;731.969
56;3017.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;11.254
57;3017.0;100.0;0.0;0.0;3.0;2.0;6.3;6.05;134.8;28.479
58;3017.0;100.0;0.0;0.0;3.0;3.0;6.3;6.05;96.9;430.837
59;3018.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;109.685
60;3018.0;100.0;0.0;0.0;3.0;3.0;6.3;-6.05;96.9;439.555
61;3018.0;100.0;0.0;0.0;3.0;4.0;18.9;6.05;13.2;788.518
62;3019.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;111.509
63;3019.0;100.0;0.0;0.0;3.0;3.0;6.3;-6.05;96.9;432.973
64;3019.0;100.0;0.0;0.0;3.0;4.0;-18.9;-6.05;13.2;782.501
65;3020.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;115.461
66;3020.0;100.0;0.0;0.0;3.0;2.0;6.3;6.05;134.8;309.364
67;3020.0;100.0;0.0;0.0;3.0;3.0;6.3;6.05;96.9;463.278
68;3021.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;110.939
69;3021.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;306.987
70;3021.0;100.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;469.251
71;3021.0;100.0;0.0;0.0;4.0;4.0;6.3;18.15;13.2;780.437
72;3022.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;11.441
73;3022.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;307.778
74;3022.0;100.0;0.0;0.0;4.0;3.0;6.3;6.05;96.9;466.665
75;3022.0;100.0;0.0;0.0;4.0;4.0;6.3;18.15;13.2;793.721
76;3023.0;100.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;112.825
77;3023.0;100.0;0.0;0.0;2.0;4.0;-6.3;6.05;13.2;707.858
78;3024.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.929
79;3024.0;100.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;29.964
80;3024.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;442.168
81;3024.0;100.0;0.0;0.0;4.0;4.0;6.3;-6.05;13.2;741.019
82;3025.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;115.364
83;3025.0;100.0;0.0;0.0;4.0;2.0;-6.3;-6.05;134.8;315.209
84;3025.0;100.0;0.0;0.0;4.0;3.0;18.9;-30.25;96.9;639.915
85;3025.0;100.0;0.0;0.0;4.0;4.0;-6.3;6.05;13.2;735.451
86;3026.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;113.227
87;3026.0;100.0;0.0;0.0;3.0;2.0;-6.3;6.05;134.8;304.768
88;3026.0;100.0;0.0;0.0;3.0;4.0;6.3;6.05;13.2;711.502
89;3027.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;113.072
90;3027.0;100.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;2.902
91;3027.0;100.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;427.558
92;3027.0;100.0;0.0;0.0;4.0;4.0;-6.3;6.05;13.2;748.012
93;3028.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;10.959
94;3028.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;439.272
95;3028.0;100.0;0.0;0.0;3.0;4.0;-31.5;-6.05;13.2;897.867
96;3029.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;114.903
97;3029.0;100.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;294.511
98;3029.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;438.159
99;3029.0;100.0;0.0;0.0;4.0;4.0;6.3;-6.05;13.2;759.916
100;3030.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;120.344
101;3030.0;100.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;302.714
102;3030.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;435.799
103;3030.0;100.0;0.0;0.0;4.0;4.0;6.3;-6.05;13.2;724.432
104;3031.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;114.907
105;3031.0;100.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;29.324
106;3031.0;100.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;430.234
107;3031.0;100.0;0.0;0.0;4.0;4.0;6.3;6.05;13.2;726.992
108;3032.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;119.137
109;3032.0;100.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;29.147
110;3032.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;425.286
111;3032.0;100.0;0.0;0.0;4.0;4.0;18.9;-18.15;13.2;85.387
112;3033.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;104.608
113;3033.0;100.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;316.143
114;3033.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;471.533
115;3033.0;100.0;0.0;0.0;4.0;4.0;18.9;-6.05;13.2;805.818
116;3034.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;110.027
117;3034.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;431.688
118;3034.0;100.0;0.0;0.0;3.0;4.0;-6.3;-6.05;13.2;692.496
119;3035.0;100.0;0.0;0.0;2.0;1.0;6.3;6.05;187.3;109.434
120;3035.0;100.0;0.0;0.0;2.0;4.0;6.3;6.05;13.2;747.983
121;3036.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;114.037
122;3036.0;100.0;0.0;0.0;4.0;2.0;6.3;6.05;134.8;322.229
123;3036.0;100.0;0.0;0.0;4.0;3.0;18.9;6.05;96.9;491.226
124;3036.0;100.0;0.0;0.0;4.0;4.0;44.1;30.25;13.2;981.204
125;3037.0;100.0;0.0;0.0;5.0;1.0;6.3;6.05;187.3;122.191
126;3037.0;100.0;0.0;0.0;5.0;2.0;6.3;6.05;134.8;295.958
127;3037.0;100.0;0.0;0.0;5.0;3.0;-6.3;-6.05;96.9;428.503
128;3037.0;100.0;0.0;0.0;5.0;2.0;-31.5;-18.15;134.8;135.383
129;3037.0;100.0;0.0;0.0;5.0;1.0;-44.1;-6.05;187.3;159.856
130;3038.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;11.494
131;3038.0;100.0;0.0;0.0;3.0;2.0;6.3;6.05;134.8;290.993
132;3038.0;100.0;0.0;0.0;3.0;3.0;6.3;-6.05;96.9;432.096
133;3039.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;107.569
134;3039.0;100.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;304.565
135;3039.0;100.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;444.241
136;3039.0;100.0;0.0;0.0;4.0;4.0;-18.9;-6.05;13.2;815.743
137;3040.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;111.186
138;3040.0;100.0;0.0;0.0;4.0;2.0;6.3;-6.05;134.8;313.762
139;3040.0;100.0;0.0;0.0;4.0;3.0;6.3;-6.05;96.9;480.674
140;3040.0;100.0;0.0;0.0;4.0;4.0;31.5;-18.15;13.2;876.395
141;3041.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;116.185
142;3041.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;462.142
143;3041.0;100.0;0.0;0.0;3.0;4.0;-6.3;6.05;13.2;725.136
144;3042.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;113.935
145;3042.0;100.0;0.0;0.0;4.0;2.0;-6.3;6.05;134.8;287.472
146;3042.0;100.0;0.0;0.0;4.0;3.0;-6.3;6.05;96.9;424.801
147;3042.0;100.0;0.0;0.0;4.0;4.0;31.5;6.05;13.2;836.831
148;3043.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;11.272
149;3043.0;100.0;0.0;0.0;3.0;3.0;-6.3;-6.05;96.9;430.125
150;3043.0;100.0;0.0;0.0;3.0;4.0;-18.9;-18.15;13.2;867.838
151;3044.0;100.0;0.0;0.0;3.0;1.0;6.3;6.05;187.3;11.088
152;3044.0;100.0;0.0;0.0;3.0;2.0;-6.3;6.05;134.8;295.778
153;3044.0;100.0;0.0;0.0;3.0;3.0;-6.3;6.05;96.9;457.621
154;3045.0;100.0;0.0;0.0;4.0;1.0;6.3;6.05;187.3;11.014
